Season,Name,Team,AVG,BB%,R,NameASCII,PlayerId,MLBAMID
2010,"Mark Teixeira","NYY",0.2562396,0.130617977,113,"Mark Teixeira",1281,407893
2019,"Freddie Freeman","ATL",0.29480737,0.125722543,113,"Freddie Freeman",5361,518692
1990,"Bobby Bonilla","PIT",0.28,0.065597667,112,"Bobby Bonilla",1001168,111199
1991,"Brett Butler","LAD",0.295934959,0.147945205,112,"Brett Butler",1001772,111812
1997,"Brian L. Hunter","DET",0.26899696,0.089430894,112,"Brian L. Hunter",562,116326
1997,"Rusty Greer","TEX",0.321131447,0.120289855,112,"Rusty Greer",1252,115114
1998,"Greg Vaughn","SDP",0.272251308,0.119515885,112,"Greg Vaughn",1233,123675
1999,"Luis Gonzalez","ARI",0.335504885,0.095238095,112,"Luis Gonzalez",55,114935
1999,"Omar Vizquel","CLE",0.332752613,0.097891566,112,"Omar Vizquel",411,123744
1999,"Carlos Beltrán","KCR",0.292609351,0.063623789,112,"Carlos Beltran",589,136860
2000,"Jason Kendall","PIT",0.319516407,0.116519174,112,"Jason Kendall",993,116974
2001,"Albert Pujols","STL",0.328813559,0.102071005,112,"Albert Pujols",1177,405395
2004,"Brad Wilkerson","MON",0.255244755,0.154069767,112,"Brad Wilkerson",804,150415
2004,"Alex Rodriguez","NYY",0.286189683,0.11461318,112,"Alex Rodriguez",1274,121347
2005,"Manny Ramirez","BOS",0.292418772,0.123076923,112,"Manny Ramirez",210,120903
2005,"Mark Teixeira","TEX",0.301242236,0.098630136,112,"Mark Teixeira",1281,407893
2006,"Miguel Cabrera","FLA",0.338541666,0.127218934,112,"Miguel Cabrera",1744,408234
2008,"Curtis Granderson","DET",0.28028933,0.112877583,112,"Curtis Granderson",4747,434158
2009,"Chase Utley","PHI",0.281961471,0.128093158,112,"Chase Utley",1679,400284
2010,"Rickie Weeks Jr.","MIL",0.268817204,0.100795755,112,"Rickie Weeks Jr.",1849,430001
2014,"Brian Dozier","MIN",0.242474916,0.125884016,112,"Brian Dozier",9810,572821
2017,"Jose Altuve","HOU",0.345762711,0.087613293,112,"Jose Altuve",5417,514888
2017,"George Springer","HOU",0.282846715,0.101748807,112,"George Springer",12856,543807
2019,"Charlie Blackmon","COL",0.313793103,0.063091482,112,"Charlie Blackmon",7859,453568
1980,"Rickey Henderson","OAK",0.30287648,0.162049861,111,"Rickey Henderson",194,115749
1980,"Keith Hernandez","STL",0.321008403,0.124637681,111,"Keith Hernandez",1005706,115826
1985,"Eddie Murray","BAL",0.296740994,0.124076809,111,"Eddie Murray",1009386,119579
1987,"George Bell","TOR",0.308196721,0.058470764,111,"George Bell",1000808,110823
1993,"Fred McGriff","- - -",0.290843806,0.11875,111,"Fred McGriff",293,118730
1995,"Tim Salmon","CAL",0.329608938,0.142633228,111,"Tim Salmon",32,121640
1996,"Jeff Bagwell","HOU",0.315140845,0.187760778,111,"Jeff Bagwell",547,110432
1996,"Brian McRae","CHC",0.275641025,0.101955307,111,"Brian McRae",1008686,118871
1998,"Nomar Garciaparra","BOS",0.322847682,0.050613496,111,"Nomar Garciaparra",190,114596
1998,"Derek Bell","HOU",0.314285714,0.073381294,111,"Derek Bell",1000801,110818
1998,"Joey Cora","- - -",0.275747508,0.105035971,111,"Joey Cora",1002607,112664
1999,"Tony Womack","ARI",0.276872964,0.076023391,111,"Tony Womack",78,124523
2000,"Roberto Alomar","CLE",0.309836065,0.091822094,111,"Roberto Alomar",860,110183
2000,"Brian Giles","PIT",0.314847942,0.165697674,111,"Brian Giles",990,114789
2000,"Jeff Cirillo","COL",0.326086956,0.097953216,111,"Jeff Cirillo",1073,112297
2002,"Ichiro Suzuki","SEA",0.321483771,0.093406593,111,"Ichiro Suzuki",1101,400085
2003,"Jim Thome","PHI",0.266435986,0.159025787,111,"Jim Thome",409,123272
2003,"Bret Boone","SEA",0.294212218,0.0964539,111,"Bret Boone",1067,111214
2003,"Ichiro Suzuki","SEA",0.312223858,0.049655172,111,"Ichiro Suzuki",1101,400085
2003,"Barry Bonds","SFG",0.341025641,0.269090909,111,"Barry Bonds",1109,111188
2004,"Melvin Mora","BAL",0.34,0.103773584,111,"Melvin Mora",157,206551
2004,"Derek Jeter","NYY",0.292379471,0.063800277,111,"Derek Jeter",826,116539
2005,"Ichiro Suzuki","SEA",0.303387334,0.064952638,111,"Ichiro Suzuki",1101,400085
2005,"Grady Sizemore","CLE",0.2890625,0.07365439,111,"Grady Sizemore",2197,429713
2007,"Ichiro Suzuki","SEA",0.351032448,0.066576086,111,"Ichiro Suzuki",1101,400085
2008,"Jason Bay","- - -",0.285961871,0.120895522,111,"Jason Bay",1717,424726
2010,"Derek Jeter","NYY",0.269984917,0.085250338,111,"Derek Jeter",826,116539
2010,"Miguel Cabrera","DET",0.328467153,0.137345679,111,"Miguel Cabrera",1744,408234
2010,"Carlos González","COL",0.33560477,0.062893081,111,"Carlos Gonzalez",7287,471865
2011,"Miguel Cabrera","DET",0.344405594,0.156976744,111,"Miguel Cabrera",1744,408234
2014,"Anthony Rendon","WSN",0.287112561,0.084919472,111,"Anthony Rendon",12861,543685
2015,"AJ Pollock","ARI",0.315270935,0.078751857,111,"AJ Pollock",9256,572041
2016,"Charlie Blackmon","COL",0.323529411,0.067082683,111,"Charlie Blackmon",7859,453568
2017,"Kris Bryant","CHC",0.295081967,0.142857142,111,"Kris Bryant",15429,592178
2018,"J.D. Martinez","BOS",0.330404217,0.106317411,111,"J.D. Martinez",6184,502110
2018,"Matt Carpenter","STL",0.257092198,0.150664697,111,"Matt Carpenter",8090,572761
2019,"Jonathan Villar","BAL",0.274143302,0.085434173,111,"Jonathan Villar",10071,542340
2019,"Trevor Story","COL",0.294217687,0.088414634,111,"Trevor Story",12564,596115
2021,"José Ramírez","CLE",0.266304347,0.113207547,111,"Jose Ramirez",13510,608070
2021,"Juan Soto","WSN",0.312749003,0.221712538,111,"Juan Soto",20123,665742
2024,"Jarren Duran","BOS",0.284649776,0.073469387,111,"Jarren Duran",24617,680776
1979,"Ron LeFlore","DET",0.3,0.079510703,110,"Ron LeFlore",1007478,117630
1979,"Omar Moreno","PIT",0.282014388,0.067371202,110,"Omar Moreno",1009167,119361
1985,"Dwight Evans","BOS",0.262560777,0.153225806,110,"Dwight Evans",1003865,113936
1987,"Brian Downing","CAL",0.271604938,0.152517985,110,"Brian Downing",1003451,113516
1987,"Lou Whitaker","DET",0.264900662,0.103801169,110,"Lou Whitaker",1013846,124154
1991,"Ruben Sierra","TEX",0.307110438,0.077134986,110,"Ruben Sierra",1099,122218
1991,"Devon White","TOR",0.281931464,0.076923076,110,"Devon White",1013862,124164
1993,"Jeff Blauser","ATL",0.304857621,0.119718309,110,"Jeff Blauser",1001062,111090
1996,"Rickey Henderson","SDP",0.240860215,0.207641196,110,"Rickey Henderson",194,115749
1996,"Frank Thomas","CHW",0.34914611,0.167950693,110,"Frank Thomas",255,123245
1996,"Rafael Palmeiro","BAL",0.28913738,0.12978142,110,"Rafael Palmeiro",1266,120191
1997,"Frank Thomas","CHW",0.347169811,0.167950693,110,"Frank Thomas",255,123245
1998,"Juan Gonzalez","TEX",0.318481848,0.068759342,110,"Juan Gonzalez",1251,114932
1999,"Kenny Lofton","CLE",0.301075268,0.140819964,110,"Kenny Lofton",246,117863
1999,"Alex Rodriguez","SEA",0.284860557,0.097902097,110,"Alex Rodriguez",1274,121347
2001,"Lance Berkman","HOU",0.33102253,0.13372093,110,"Lance Berkman",548,204020
2001,"Derek Jeter","NYY",0.311074918,0.081632653,110,"Derek Jeter",826,116539
2002,"Shawn Green","LAD",0.285223367,0.135766423,110,"Shawn Green",651,115094
2003,"Lance Berkman","HOU",0.288104089,0.162613981,110,"Lance Berkman",548,204020
2005,"Jason Bay","PIT",0.305509181,0.134370579,110,"Jason Bay",1717,424726
2006,"Ichiro Suzuki","SEA",0.322302158,0.065159574,110,"Ichiro Suzuki",1101,400085
2009,"Brian Roberts","BAL",0.283227848,0.10320781,110,"Brian Roberts",166,406878
2009,"Ryan Zimmerman","WSN",0.291803278,0.103746397,110,"Ryan Zimmerman",4220,475582
2010,"Carl Crawford","TBR",0.306666666,0.069381598,110,"Carl Crawford",1201,408307
2018,"José Ramírez","CLE",0.269896193,0.151862464,110,"Jose Ramirez",13510,608070
2019,"Carlos Santana","CLE",0.280977312,0.157434402,110,"Carlos Santana",2396,467793
2019,"Mike Trout","LAA",0.291489361,0.183333333,110,"Mike Trout",10155,545361
2019,"Xander Bogaerts","BOS",0.309446254,0.108882521,110,"Xander Bogaerts",12161,593428
2019,"Juan Soto","WSN",0.282287822,0.163884673,110,"Juan Soto",20123,665742
2021,"Mitch Haniger","SEA",0.253225806,0.078147612,110,"Mitch Haniger",14274,571745
2024,"Kyle Schwarber","PHI",0.247818499,0.15317919,110,"Kyle Schwarber",16478,656941
1979,"Ruppert Jones","SEA",0.266881028,0.118715083,109,"Ruppert Jones",1006588,116723
1979,"Davey Lopes","LAD",0.26460481,0.14017341,109,"Davey Lopes",1007750,117912
1979,"Dave Parker","PIT",0.310289389,0.094766619,109,"Dave Parker",1010000,120225
1979,"Mike Schmidt","PHI",0.25323475,0.177777777,109,"Mike Schmidt",1011586,121836
1982,"Brian Downing","CAL",0.280898876,0.118620689,109,"Brian Downing",1003451,113516
1984,"Wade Boggs","BOS",0.3248,0.122589531,109,"Wade Boggs",1001124,111153
1987,"Dwight Evans","BOS",0.304990757,0.161339421,109,"Dwight Evans",1003865,113936
1987,"Alan Trammell","DET",0.343383584,0.089820359,109,"Alan Trammell",1013157,123437
1988,"Brett Butler","SFG",0.28697183,0.142857142,109,"Brett Butler",1001772,111812
1988,"Kirby Puckett","MIN",0.356164383,0.033285094,109,"Kirby Puckett",1010557,120790
1992,"Barry Bonds","PIT",0.310782241,0.207516339,109,"Barry Bonds",1109,111188
1993,"Roberto Alomar","TOR",0.32597623,0.117130307,109,"Roberto Alomar",860,110183
1993,"John Olerud","TOR",0.362976406,0.167893961,109,"John Olerud",1093,119976
1995,"Barry Bonds","SFG",0.294466403,0.188976377,109,"Barry Bonds",1109,111188
1996,"Ken Caminiti","SDP",0.326007326,0.122065727,109,"Ken Caminiti",1001863,111908
1997,"Jeff Bagwell","HOU",0.286219081,0.177126917,109,"Jeff Bagwell",547,110432
1998,"Frank Thomas","CHW",0.264957264,0.154494382,109,"Frank Thomas",255,123245
1999,"Ray Durham","CHW",0.295751633,0.105187319,109,"Ray Durham",230,113660
1999,"Brady Anderson","BAL",0.281914893,0.138728323,109,"Brady Anderson",364,110229
1999,"Brian Giles","PIT",0.31477927,0.151515151,109,"Brian Giles",990,114789
2000,"Edgardo Alfonzo","NYM",0.323529411,0.146153846,109,"Edgardo Alfonzo",859,110135
2001,"Jason Giambi","OAK",0.342307692,0.192250372,109,"Jason Giambi",818,114739
2003,"Jeff Bagwell","HOU",0.27768595,0.125356125,109,"Jeff Bagwell",547,110432
2004,"Matt Lawton","CLE",0.277495769,0.108823529,109,"Matt Lawton",390,117566
2004,"Scott Rolen","STL",0.314,0.121416526,109,"Scott Rolen",970,121409
2004,"Hideki Matsui","NYY",0.297945205,0.129411764,109,"Hideki Matsui",1659,425686
2007,"Prince Fielder","MIL",0.287958115,0.13215859,109,"Prince Fielder",4613,425902
2010,"José Bautista","TOR",0.260105448,0.146412884,109,"Jose Bautista",1887,430832
2011,"Ryan Braun","MIL",0.3321492,0.092209856,109,"Ryan Braun",3410,460075
2012,"Miguel Cabrera","DET",0.329581993,0.094691535,109,"Miguel Cabrera",1744,408234
2013,"Mike Trout","LAA",0.322580645,0.153631284,109,"Mike Trout",10155,545361
2019,"DJ LeMahieu","NYY",0.327242524,0.070229007,109,"DJ LeMahieu",9874,518934
1982,"Mike Schmidt","PHI",0.280155642,0.169572107,108,"Mike Schmidt",1011586,121836
1984,"Brett Butler","CLE",0.26910299,0.121297602,108,"Brett Butler",1001772,111812
1985,"George Brett","KCR",0.334545454,0.154887218,108,"George Brett",1001400,111437
1986,"Joe Carter","CLE",0.301659125,0.045133991,108,"Joe Carter",1002018,112064
1987,"Wade Boggs","BOS",0.362976406,0.157421289,108,"Wade Boggs",1001124,111153
1987,"Darryl Strawberry","NYM",0.283834586,0.1515625,108,"Darryl Strawberry",1012606,122864
1990,"Brett Butler","SFG",0.308681672,0.122950819,108,"Brett Butler",1001772,111812
1991,"Julio Franco","TEX",0.341256366,0.098634294,108,"Julio Franco",87,212297
1991,"Howard Johnson","NYM",0.258865248,0.118541033,108,"Howard Johnson",1006462,116593
1992,"Frank Thomas","CHW",0.322862129,0.17158931,108,"Frank Thomas",255,123245
1995,"Brady Anderson","BAL",0.261732851,0.132420091,108,"Brady Anderson",364,110229
1995,"John Valentin","BOS",0.298076923,0.130434782,108,"John Valentin",1375,123608
1996,"Bernie Williams","NYY",0.304900181,0.127925117,108,"Bernie Williams",857,124288
1996,"Bernard Gilkey","NYM",0.31698774,0.111280487,108,"Bernard Gilkey",1004706,114792
1996,"John Jaha","MIL",0.300184162,0.133647798,108,"John Jaha",1006336,116468
1998,"Vinny Castilla","COL",0.319379844,0.057388809,108,"Vinny Castilla",84,112106
1998,"Manny Ramirez","CLE",0.294220665,0.114630467,108,"Manny Ramirez",210,120903
1998,"Vladimir Guerrero","MON",0.32423756,0.062038404,108,"Vladimir Guerrero",778,115223
1999,"Barry Larkin","CIN",0.293310463,0.135371179,108,"Barry Larkin",335,117501
1999,"Larry Walker","COL",0.378995433,0.111111111,108,"Larry Walker",455,123833
1999,"Neifi Perez","COL",0.279710144,0.038251366,108,"Neifi Perez",620,120413
1999,"Albert Belle","BAL",0.296721311,0.139889196,108,"Albert Belle",1000802,110839
2000,"Tim Salmon","ANA",0.290492957,0.152941176,108,"Tim Salmon",32,121640
2000,"Jason Giambi","OAK",0.333333333,0.206325301,108,"Jason Giambi",818,114739
2000,"Bernie Williams","NYY",0.307262569,0.11525974,108,"Bernie Williams",857,124288
2001,"Johnny Damon","OAK",0.25621118,0.084840055,108,"Johnny Damon",185,113028
2001,"Juan Pierre","COL",0.327390599,0.060029282,108,"Juan Pierre",443,334393
2002,"Miguel Tejada","OAK",0.308157099,0.053146853,108,"Miguel Tejada",941,123173
2004,"Manny Ramirez","BOS",0.308098591,0.123680241,108,"Manny Ramirez",210,120903
2004,"Mark Loretta","SDP",0.33548387,0.082036775,108,"Mark Loretta",1383,117928
2005,"Hideki Matsui","NYY",0.305246422,0.089488636,108,"Hideki Matsui",1659,425686
2006,"Jim Thome","CHW",0.287755102,0.175409836,108,"Jim Thome",409,123272
2007,"Chipper Jones","ATL",0.337231968,0.136666666,108,"Chipper Jones",97,116706
2011,"Adrián González","BOS",0.338095238,0.103496503,108,"Adrian Gonzalez",1908,408236
2012,"Ryan Braun","MIL",0.319397993,0.093057607,108,"Ryan Braun",3410,460075
2015,"José Bautista","TOR",0.250460405,0.165165165,108,"Jose Bautista",1887,430832
2016,"Jose Altuve","HOU",0.3375,0.083682008,108,"Jose Altuve",5417,514888
2019,"Kris Bryant","CHC",0.281767955,0.116719242,108,"Kris Bryant",15429,592178
2023,"Francisco Lindor","NYM",0.254152823,0.096069868,108,"Francisco Lindor",12916,596019
2023,"Kyle Schwarber","PHI",0.196581196,0.175,108,"Kyle Schwarber",16478,656941
2023,"Adolis García","TEX",0.245045045,0.102848101,108,"Adolis Garcia",19287,666969
1980,"Alan Trammell","DET",0.3,0.10582822,107,"Alan Trammell",1013157,123437
1982,"Andre Dawson","MON",0.301482701,0.051593323,107,"Andre Dawson",1003091,113151
1984,"Tony Armas","BOS",0.267605633,0.047128129,107,"Tony Armas",1000305,110318
1985,"Wade Boggs","BOS",0.367534456,0.126649076,107,"Wade Boggs",1001124,111153
1985,"Vince Coleman","STL",0.267295597,0.072254335,107,"Vince Coleman",1002433,112487
1985,"Don Mattingly","NYY",0.323619631,0.077028885,107,"Don Mattingly",1008261,118443
1986,"Jesse Barfield","TOR",0.288624787,0.102831594,107,"Jesse Barfield",1000537,110559
1986,"Wade Boggs","BOS",0.356896551,0.151515151,107,"Wade Boggs",1001124,111153
1986,"Tony Gwynn","SDP",0.328660436,0.074179743,107,"Tony Gwynn",1005166,115270
1986,"Von Hayes","PHI",0.304918032,0.107246376,107,"Von Hayes",1005531,115646
1986,"Alan Trammell","DET",0.277003484,0.09035222,107,"Alan Trammell",1013157,123437
1990,"Ron Gant","ATL",0.302608695,0.079239302,107,"Ron Gant",1032,114567
1995,"Chuck Knoblauch","MIN",0.332713754,0.124006359,107,"Chuck Knoblauch",609,117197
1996,"Bobby Bonilla","BAL",0.287394957,0.108225108,107,"Bobby Bonilla",1001168,111199
1996,"Jay Buhner","SEA",0.271276595,0.125937031,107,"Jay Buhner",1001638,111676
1997,"Bernie Williams","NYY",0.328094302,0.123519458,107,"Bernie Williams",857,124288
1998,"Mo Vaughn","BOS",0.336617405,0.089574155,107,"Mo Vaughn",899,123678
1998,"Rusty Greer","TEX",0.306020066,0.11577424,107,"Rusty Greer",1252,115114
1999,"Mark Grace","CHC",0.308600337,0.120639534,107,"Mark Grace",56,115007
1999,"Jose Offerman","BOS",0.293515358,0.138528138,107,"Jose Offerman",205,119948
1999,"Ron Gant","PHI",0.259689922,0.140495867,107,"Ron Gant",1032,114567
1999,"John Olerud","NYM",0.297762478,0.172890733,107,"John Olerud",1093,119976
1999,"Rusty Greer","TEX",0.300359712,0.145015105,107,"Rusty Greer",1252,115114
2000,"Carlos Lee","CHW",0.3006993,0.061389337,107,"Carlos Lee",243,150324
2000,"Kenny Lofton","CLE",0.278084714,0.1234375,107,"Kenny Lofton",246,117863
2000,"Jose Valentin","CHW",0.272887323,0.091049382,107,"Jose Valentin",256,123610
2000,"Jermaine Dye","KCR",0.321131447,0.101620029,107,"Jermaine Dye",911,113679
2000,"Shannon Stewart","TOR",0.319039451,0.058637083,107,"Shannon Stewart",1322,122784
2001,"Larry Walker","COL",0.350100603,0.136439267,107,"Larry Walker",455,123833
2001,"Vladimir Guerrero","MON",0.307178631,0.089418777,107,"Vladimir Guerrero",778,115223
2001,"Miguel Tejada","OAK",0.266881028,0.06295754,107,"Miguel Tejada",941,123173
2002,"David Eckstein","ANA",0.292763157,0.064102564,107,"David Eckstein",10,275930
2002,"Todd Helton","COL",0.329113924,0.148203592,107,"Todd Helton",432,115732
2004,"Brian Roberts","BAL",0.27301092,0.096467391,107,"Brian Roberts",166,406878
2004,"Miguel Tejada","BAL",0.310872894,0.066206896,107,"Miguel Tejada",941,123173
2004,"Hank Blalock","TEX",0.275641025,0.10518934,107,"Hank Blalock",1419,408213
2005,"Adam Dunn","CIN",0.246777163,0.169895678,107,"Adam Dunn",319,276055
2006,"Andruw Jones","ATL",0.261946902,0.122571001,107,"Andruw Jones",96,116662
2007,"Gary Sheffield","DET",0.265182186,0.141652613,107,"Gary Sheffield",114,122111
2007,"Brandon Phillips","CIN",0.287692307,0.047008547,107,"Brandon Phillips",791,408252
2008,"Brian Roberts","BAL",0.296235679,0.116477272,107,"Brian Roberts",166,406878
2008,"Matt Holliday","COL",0.320964749,0.118780096,107,"Matt Holliday",1873,407812
2009,"Johnny Damon","NYY",0.281818181,0.11341853,107,"Johnny Damon",185,113028
2009,"Derek Jeter","NYY",0.334384858,0.100558659,107,"Derek Jeter",826,116539
2012,"Justin Upton","ARI",0.279783393,0.100318471,107,"Justin Upton",5222,457708
2012,"Andrew McCutchen","PIT",0.327150084,0.104011887,107,"Andrew McCutchen",9847,457705
2013,"Shin-Soo Choo","CIN",0.284710017,0.15730337,107,"Shin-Soo Choo",3174,425783
2016,"Robinson Canó","SEA",0.297709923,0.065734265,107,"Robinson Cano",3269,429664
2016,"Ian Desmond","TEX",0.2848,0.064992614,107,"Ian Desmond",6885,435622
2017,"José Ramírez","CLE",0.317948717,0.080620155,107,"Jose Ramirez",13510,608070
2019,"Jorge Polanco","MIN",0.294770206,0.085227272,107,"Jorge Polanco",13152,593871
2021,"Trea Turner","- - -",0.327731092,0.063467492,107,"Trea Turner",16252,607208
2024,"Francisco Lindor","NYM",0.273462783,0.081277213,107,"Francisco Lindor",12916,596019
1983,"Cecil Cooper","MIL",0.307110438,0.052112676,106,"Cecil Cooper",1002592,112651
1984,"Tim Raines","MON",0.308681672,0.121169916,106,"Tim Raines",1406,120891
1984,"Alan Wiggins","SDP",0.258389261,0.108381502,106,"Alan Wiggins",1013931,124245
1984,"Dave Winfield","NYY",0.340388007,0.084664536,106,"Dave Winfield",1014127,124448
1985,"Brett Butler","CLE",0.311336717,0.094594594,106,"Brett Butler",1001772,111812
1987,"Lloyd Moseby","TOR",0.282094594,0.104477611,106,"Lloyd Moseby",1009238,119432
1988,"Kirk Gibson","LAD",0.289667896,0.115506329,106,"Kirk Gibson",1004669,114752
1990,"Lenny Dykstra","PHI",0.325423728,0.128798842,106,"Lenny Dykstra",1003619,113686
1993,"Frank Thomas","CHW",0.31693989,0.165680473,106,"Frank Thomas",255,123245
1994,"Frank Thomas","CHW",0.353383458,0.210831721,106,"Frank Thomas",255,123245
1996,"Marquis Grissom","ATL",0.308494783,0.05670816,106,"Marquis Grissom",652,115174
1997,"Ray Durham","CHW",0.271293375,0.085794655,106,"Ray Durham",230,113660
1997,"Eric Young Sr.","- - -",0.279742765,0.098885793,106,"Eric Young Sr.",716,124695
1998,"Shawn Green","TOR",0.277777777,0.07256894,106,"Shawn Green",651,115094
1998,"Doug Glanville","PHI",0.278761061,0.057142857,106,"Doug Glanville",956,114844
2000,"Luis Gonzalez","ARI",0.310679611,0.10803324,106,"Luis Gonzalez",55,114935
2000,"Sammy Sosa","CHC",0.319536423,0.129078014,106,"Sammy Sosa",302,122544
2000,"Jim Thome","CLE",0.26929982,0.172514619,106,"Jim Thome",409,123272
2001,"Carlos Beltrán","KCR",0.306320907,0.076470588,106,"Carlos Beltran",589,136860
2002,"Lance Berkman","HOU",0.292387543,0.154624277,106,"Lance Berkman",548,204020
2002,"Vladimir Guerrero","MON",0.335504885,0.118476727,106,"Vladimir Guerrero",778,115223
2003,"Michael Young","TEX",0.306306306,0.050490883,106,"Michael Young",1286,276545
2004,"Moises Alou","CHC",0.292845257,0.10074074,106,"Moises Alou",261,110189
